cliente,edad,flag_visita_unica,indicador_frecuencia_find_semana,indicador_frecuencia_semana,indicador_genero_mas_visto,incidencia_personal_dulceria,Numero_entradas_compradas_moda,TP_boleteria,indicador_nro_visitas_mes,indicador_estreno,indicador_promocion_especiales,indicador_promocion_nino,indicador_upselling_combo,canal_venta_preferido,indicador_cliente_prime,indicador_cliente_xtreme,total_dulceria,total_boleteria,canti_visitas_periodo,tp_cliente_dulceria,PROMEDIO_ENTRADAS_COMPRADAS,Nro_entradas_totales_comprada,TP_dul_por_entrada
5986,21,0,0,1,Accion,0.33,1,12.4333,2,0.8462,0.5,0,0,Complejos,0,0.2,70.5,186.5,15,11.75,1.2,18,3.92
5987,33,0,0.25,0.75,Terror,0,2,6.2,0,0,0.2,0,0,Tienda Web,0,0,0,49.6,4,0,1.25,10,0
5988,24,0,0,1,Ciencia Ficcion,0.8,2,23.4,0,0.6,0.6,0,0.8,Complejos,0,0,113.5,117,5,22.7,2,10,11.35
5989,40,0,0.5,0.5,Animacion,0.5,3,17.375,0,0.5,0.1667,0.5,1,Complejos,0,0,22,69.5,2,22,1.5,6,3.67
5990,23,1,1,0,Accion,0,2,24,0,0,1,0,0,Complejos,0,0,0,24,1,0,2,2,0
5991,22,0,0.5,0.5,Ciencia Ficcion,1,2,35,0,1,1,0,0.6667,Complejos,0,0,116,70,2,38.6667,2,4,29
5992,26,0,0.1667,0.8333,Accion,0.33,2,18.6667,0,0.6667,0.6667,0,0,Complejos,0,0,60,112,6,30,2,12,5
5993,54,0,0.5,0.5,Drama,0.5,4,48.5,0,0.5,1,0,0,Complejos,0,0,20,97,2,20,3,6,3.33
5994,31,0,0.5,0.5,Terror,0.7,1,21.2,0,0.8,0.95,0,0.625,Complejos,0,0,177.5,212,10,22.1875,2,20,8.88
5995,25,1,0,1,Drama,0,1,15.5,0,1,1,0,0,Complejos,0,0,0,15.5,1,0,1,1,0
5996,40,0,0.5333,0.4667,Accion,0.27,4,19.9667,1,0.25,0.1053,0.0667,0.5,Tienda Web,0,0,158.5,419.3,15,19.8125,1.8095,38,4.17
5997,22,0,0.5,0.5,Musical,0.5,2,21.5,0,0.5,0.5,0,0,Complejos,0,0,94.5,43,2,23.625,2,4,23.63
5998,50,1,0,1,Ciencia Ficcion,0,2,34,0,1,0,0,1,Complejos,0,1,38.5,34,1,38.5,2,2,19.25
5999,37,0,0.75,0.25,Dibujo animado,0.38,2,26,0,0.5,0.48,0.125,0.25,Complejos,0,0,157,390,8,39.25,1.6667,25,6.28
6000,26,1,0,1,Animacion,1,8,52,0,1,0.5,1,0,Complejos,0,0,70.5,104,1,35.25,4,8,8.81
6001,40,1,0,1,Dibujo animado,1,3,30,0,1,1,0,1,Complejos,0,0,30,30,1,30,3,3,10
6002,56,0,1,0,Comedia,0.5,3,73.5,0,0.5,0.4,0,1,Complejos,0.5,0,30,147,2,30,2.5,5,6
6003,34,0,0.5,0.5,Ciencia Ficcion,1,2,17.5,1,0,0,0,0.5,Tienda Web,0,0,51,35,2,25.5,2,4,12.75
6004,23,0,0.1429,0.8571,Ciencia Ficcion,0.43,2,20.0625,0,0.65,0.0455,0,0.5,Tienda Web,0,0,330.5,481.5,21,27.5417,1.8333,44,7.51
6005,29,0,0,1,Accion,0.8,2,25.8333,0,0.6,0.5833,0.2,1,Tienda Web,0,0,332.5,155,5,41.5625,2,12,27.71
6006,27,1,0,1,Ciencia Ficcion,0,2,28,0,0,1,0,0,Complejos,0,0,0,28,1,0,2,2,0
6007,28,0,0.25,0.75,Thriller,0.5,3,44.25,0,0.5,0,0,0,Tienda Web,0,0,61,177,4,30.5,2.5,10,6.1
6008,24,0,0.2727,0.7273,Ciencia Ficcion,0.55,4,28.625,0,0.5,0,0.0909,1,Tienda Web,0,0,211,458,11,35.1667,2.9375,47,4.49
6009,24,0,0.0909,0.9091,Accion,0.36,2,16.0385,0,0.9,0.5714,0.0909,0,Complejos,0,0,97,208.5,11,24.25,2.1538,28,3.46
6010,56,1,0,1,Musical,0,2,23,0,1,0,0,0,Complejos,0,0,0,23,1,0,2,2,0
6011,54,0,0.1563,0.8438,Accion,0.13,4,19.8611,0,0.7778,0.0575,0,0.4545,Tienda Web,0,0,313,715,32,28.4545,2.4167,87,3.6
6012,21,1,0,1,Terror,0,1,5,0,0,0,0,0,Complejos,0,0,0,5,1,0,1,1,0
6013,32,1,1,0,Ciencia Ficcion,0,1,15,0,0,1,0,1,Complejos,0,0,53,15,1,53,1,1,53
6014,31,1,0,1,Accion,0,2,19,0,1,1,0,0,Complejos,0,0,0,19,1,0,2,2,0
6015,46,0,0.25,0.75,Ciencia Ficcion,0.5,2,16.2,0,0.25,0.375,0.25,0.5,Complejos,0,0.4,58,81,4,29,1.6,8,7.25
6016,22,0,0.1429,0.8571,Aventura,0.86,3,31.4375,0,0.5,0.4211,0,0.6667,Complejos,0,0,194.5,251.5,7,32.4167,2.375,19,10.24
6017,32,0,0,1,Dibujo animado,0.18,3,22.5385,0,0.6471,0,0.0588,1,Tienda Web,0,0,155,586,17,25.8333,1.7692,46,3.37
6018,45,0,0,1,Accion,0,3,29.25,0,0.5,0.5,0,0,Complejos,0,0,0,58.5,2,0,3,6,0
6019,60,0,0.4,0.6,Terror,0,1,15.625,0,0.8,0.5,0,0,Complejos,0,0,0,187.5,10,0,1,12,0
6020,21,0,0,1,Comedia,0,2,6.5,0,0.5,0.75,0,0,Complejos,0,0,25.5,19.5,2,25.5,1.3333,4,6.38
6021,27,0,0.6667,0.3333,Ciencia Ficcion,0.67,2,31.6667,1,1,0.6667,0,0.6667,Complejos,0,0,70,95,3,23.3333,2,6,11.67
6022,24,0,0.5,0.5,Terror,1,2,28,1,0,1,0,1,Complejos,0,0,55.5,56,2,27.75,2,4,13.88
6023,50,0,0.5,0.5,Comedia,0.5,2,19,1,0.5,0.5,0,0,Complejos,0,0,20,38,2,20,2,4,5
6024,44,0,0.5625,0.4375,Animacion,0.06,4,20.7778,0,0.4375,0.2857,0.0625,0,Complejos,0.037,0,26,561,16,26,1.8148,49,0.53
6025,33,0,0.2,0.8,Terror,0.2,2,18.1667,0,0,0.75,0.2,0.3333,Complejos,0,0,115.5,109,5,38.5,2,12,9.63
6026,26,0,0.4286,0.5714,Comedia,0.52,2,18.7923,0,0.65,0.069,0,0,Tienda Web,0,0,208,488.6,21,20.8,2.2308,58,3.59
6027,32,0,0.25,0.75,Accion,0.25,2,22.625,0,0.25,0.7143,0,1,Complejos,0,0,12,90.5,4,12,1.75,7,1.71
6028,35,0,0.1429,0.8571,Drama,0.36,2,16.7941,0,0.3571,0.2895,0,0.1429,Tienda Web,0,0,136.5,285.5,14,19.5,2.2353,38,3.59
6029,21,0,0.2,0.8,Terror,0.7,2,33.1667,1,0.625,0,0.1,0.4,Tienda Web,0,0,250.5,398,10,25.05,2.4167,29,8.64
6030,38,0,0.25,0.75,Accion,0,2,18.1,0,0,0.8889,0,0,Complejos,0,0,0,90.5,4,0,1.8,9,0
6031,60,1,1,0,Drama,0,2,38,0,1,0,0,0,Complejos,0,0,0,38,1,0,2,2,0
6032,39,0,0.4444,0.5556,Dibujo animado,1,2,41.1429,1,0.5,0.2069,0.1111,0.6364,Tienda Web,0.1429,0,508.5,576,9,46.2273,2.0714,29,17.53
6033,34,0,0.6667,0.3333,Ciencia Ficcion,0.67,3,117,0,0.6667,0,0,1,Tienda Web,0.6667,0,113,351,3,56.5,3.3333,10,11.3
6034,30,0,0.3636,0.6364,Dibujo animado,0.91,2,19.1731,0,0.4545,0.2857,0.0909,0.5,Complejos,0,0,388,249.25,11,32.3333,2.1538,28,13.86
6035,36,0,0.5385,0.4615,Ciencia Ficcion,0.92,3,40.9467,0,0.5455,0,0.0769,0.3077,Tienda Web,0,0,559,614.2,13,43,3.5333,53,10.55
6036,34,1,0,1,Dibujo animado,1,3,36,0,1,1,0,0,Complejos,0,0,58.5,36,1,29.25,3,3,19.5
6037,36,0,0.1667,0.8333,Ciencia Ficcion,0.25,2,19.6154,0,0.5455,0.2273,0.0833,0,Tienda Web,0,0,78,255,12,19.5,1.6923,22,3.55
6038,37,0,0.5,0.5,Dibujo animado,1,3,24.5,1,0,0.2727,0.25,0.25,Complejos,0,0,170,171.5,4,42.5,1.5714,11,15.45
6039,26,0,0.4286,0.5714,Dibujo animado,0.71,2,27.2429,0,0.5714,0.4706,0,0.8,Tienda Web,0,0,51,190.7,7,10.2,2.4286,17,3
6040,24,1,0,1,Musical,0,1,15,0,0,1,0,0,Complejos,0,0,0,15,1,0,1,1,0
6041,42,0,0,1,Thriller,0.5,2,16.25,0,1,0.1667,0.5,1,Complejos,0,0,32.5,65,2,32.5,1.5,6,5.42
6042,52,0,0.6,0.4,Terror,0.2,3,31.3333,0,0.4,0.25,0,0,Complejos,0,0,53,188,5,26.5,2.6667,16,3.31
6043,42,0,1,0,Comedia,1,7,27.8333,0,0,0.7273,0.5,0.75,Complejos,0,0,189,83.5,2,47.25,3.6667,11,17.18
6044,43,0,0,1,Aventura,0.5,2,13.4,0,0.4,0.6,0,0.5,Complejos,0,0,47.5,67,4,23.75,2,10,4.75
6045,32,1,0,1,Animacion,1,5,42.5,0,0,0,0,1,Complejos,0,0,33,42.5,1,33,5,5,6.6
6046,27,1,1,0,Animacion,0,4,48,0,1,1,0,0,Complejos,0,0,0,48,1,0,4,4,0
6047,45,0,0,1,Drama,1,2,29,0,1,0.5,0,1,Complejos,0,0,37.5,58,2,18.75,2,4,9.38
6048,37,0,0.4667,0.5333,Ciencia Ficcion,0.6,2,20.437,3,0.3333,0.3478,0,0.5455,Tienda Web,0.037,0,424.5,551.8,15,38.5909,1.7037,46,9.23
6049,33,1,0,1,Terror,1,1,11,0,0,1,0,0.5,Complejos,0,0,23.5,11,1,11.75,1,1,23.5
6050,28,1,1,0,Comedia,1,2,39,0,0,1,0,0,Complejos,0,0,26,39,1,26,2,2,13
6051,22,1,0,1,Ciencia Ficcion,1,2,21,1,1,1,0,0,Complejos,0,0,30,21,1,30,2,2,15
6052,38,0,0.375,0.625,Terror,0.7,2,21.3182,0,0.8158,0.7531,0,0.3429,Complejos,0,0.0455,610.5,938,40,17.4429,1.8409,81,7.54
6053,29,0,0.5,0.5,Ciencia Ficcion,0.57,2,24.7941,0,0.5385,0.6061,0.0714,0.875,Complejos,0,0,156.5,421.5,14,19.5625,1.9412,33,4.74
6054,36,0,0.3333,0.6667,Ciencia Ficcion,0.33,4,19.6,2,0.3333,0.6667,0.3333,0,Complejos,0,0,31,98,3,31,2.4,12,2.58
6055,38,0,0,1,Accion,0.67,2,47,0,0.6667,0.75,0.3333,1,Complejos,0,0,153,188,3,51,2,8,19.13
6056,21,0,0.1111,0.8889,Dibujo animado,0,1,10.9545,1,0.7778,0.4783,0,0,Complejos,0,0,0,120.5,9,0,2.0909,23,0
6057,32,1,0,1,Aventura,1,2,23,0,1,1,0,0,Complejos,0,0,35,23,1,35,2,2,17.5
6058,26,0,0,1,Dibujo animado,0,3,24,0,0.6667,0.2727,0.3333,0,Complejos,0,0,32.5,120,3,32.5,2.2,11,2.95
6059,34,0,0.5,0.5,Dibujo animado,0.5,4,18.9286,0,0.25,0.2857,0.25,0.5,Complejos,0,0,45,132.5,4,22.5,2,14,3.21
6060,24,0,0.697,0.303,Comedia,0.85,2,18.9868,0,0.6364,0.3625,0.0303,0.0333,Tienda Web,0,0,439.5,721.5,33,14.65,2.1053,80,5.49
6061,59,0,0.6667,0.3333,Accion,0.67,3,52.3333,0,1,1,0,0,Complejos,0,0,85.5,157,3,28.5,3.6667,11,7.77
6062,24,0,0.7778,0.2222,Ciencia Ficcion,0.56,2,29.1,0,0.6667,0.619,0,0.5714,Complejos,0,0.0667,244.5,436.5,9,34.9286,1.4,21,11.64
6063,43,0,0,1,Familiar,1,2,26,0,1,0,0,1,Complejos,0,0,45.5,52,2,22.75,2,4,11.38
6064,21,0,0,1,Comedia,1,2,6,0,0.5,0.3333,0,0,Complejos,0,0,100,12,2,25,1.5,3,33.33
6065,34,0,0.3889,0.6111,Accion,0.19,2,18.0266,0,0.4231,0.4054,0.0185,0.3,Complejos,0.0106,0.0213,209.5,1694.5,54,20.95,1.5745,148,1.42
6066,29,1,0,1,Accion,0,2,14,0,0,1,0,0,Complejos,0,0,0,14,1,0,2,2,0
6067,20,1,1,0,Terror,1,4,68,1,1,1,0,0,Complejos,0,0,27.5,68,1,27.5,4,4,6.88
6068,51,1,1,0,Terror,1,2,48,1,1,1,0,0,Complejos,0,0,28.5,48,1,28.5,2,2,14.25
6069,48,0,0.4,0.6,Accion,1,2,30.4167,2,0.4,0.2222,0.2,0.375,Complejos,0,0,557,182.5,5,69.625,3,18,30.94
6070,38,0,0.5,0.5,Comedia,0,1,22.5,0,0,1,0,0,Complejos,0,0,0,45,2,0,1.5,3,0
6071,31,0,0.4118,0.5882,Terror,0.18,2,21.2632,0,0.6471,0.1282,0,1,Tienda Web,0,0,105,404,17,35,2.0526,39,2.69
6072,28,1,1,0,Dibujo animado,0,2,40,0,0,0,1,0,Complejos,0,0,91,40,1,30.3333,2,2,45.5
6073,23,0,0.1667,0.8333,Comedia,0.17,2,37,0,0.8,0.6923,0,1,Complejos,0,0,63,222,6,63,2.1667,13,4.85
6074,26,1,0,1,Familiar,1,4,36,0,1,1,0,0,Complejos,0,0,25,36,1,25,4,4,6.25
6075,38,1,1,0,Comedia,0,2,13,1,0,0.5,0,0,Complejos,0,0,0,26,1,0,1,2,0
6076,20,1,1,0,Accion,1,4,72,0,1,1,0,1,Complejos,0,0,34,72,1,34,4,4,8.5
6077,38,0,0.5,0.5,Terror,0.5,3,13.2727,0,0.25,0.5833,0.25,0.6667,Complejos,0,0,94,146,4,31.3333,1.0909,12,7.83
6078,26,0,0.5,0.5,Accion,0.13,2,35,0,0.25,0,0,0.5,Tienda Web,0,0,37.5,280,8,18.75,2,16,2.34
6079,37,0,0.3333,0.6667,Musical,0.33,2,52.3333,0,0.5,0.7143,0,1,Complejos,0,0,47,314,6,15.6667,2.3333,14,3.36
6080,44,1,1,0,Drama,0,3,10.5,0,1,0.3333,1,0,Complejos,0,0,0,21,1,0,1.5,3,0
6081,27,1,0,1,Terror,0,2,36,0,0,1,0,0,Complejos,0,0,0,36,1,0,2,2,0
6082,30,0,0,1,Terror,0,2,34.5,0,0,0.5,0,0,Complejos,0,0,0,138,4,0,2,8,0
6083,29,0,0.4348,0.5652,Ciencia Ficcion,0.96,2,30.54,0,0.7391,0.5686,0.0435,0.087,Complejos,0,0,681,763.5,23,29.6087,2.04,51,13.35
6084,30,1,0,1,Dibujo animado,0,2,20,0,1,0,0,0,Complejos,0,0,0,20,1,0,2,2,0
6085,23,0,0,1,Ciencia Ficcion,0,2,20.5,0,0.5,0.6667,0,0,Complejos,0,0,0,41,2,0,1.5,3,0
6086,25,0,0.3333,0.6667,Dibujo animado,0.67,2,45.8333,0,0,0.8462,0,0.5,Complejos,0,0,98,137.5,3,49,4.3333,13,7.54
6087,28,1,1,0,Aventura,0,5,55,0,1,0,0,1,Tienda Web,0,0,39,55,1,39,5,5,7.8
6088,25,0,0.3333,0.6667,Dibujo animado,0.83,2,18.4,0,0.8333,0.6923,0.1667,0.5,Complejos,0,0,229,184,6,22.9,1.3,13,17.62
6089,25,1,0,1,Terror,0,2,44,1,1,1,0,0,Complejos,0,0,0,44,1,0,2,2,0
6090,34,0,0.4444,0.5556,Accion,0.67,2,27.5,0,0.6667,0.1071,0.1111,0,Tienda Web,0,0,172.5,330,9,28.75,2.3333,28,6.16
6091,46,1,1,0,Familiar,1,3,22.5,0,1,0.3333,0,0,Complejos,0,0,15,45,1,15,1.5,3,5
6092,24,1,1,0,Comedia,0,4,60,0,1,1,0,1,Complejos,0,0,27.5,60,1,27.5,4,4,6.88
6093,43,0,0.3,0.7,Accion,0.63,1,9.1857,2,0.7931,0.6216,0,0.9474,Complejos,0,0.2,331,321.5,30,17.4211,1.0571,37,8.95
6094,24,1,1,0,Comedia,1,4,38,0,0,1,0,0.5,Complejos,0,0,158.5,38,1,39.625,4,4,39.63
6095,23,0,0.3333,0.6667,Terror,0.5,2,12.4375,0,0.8,0.2353,0,0.3333,Tienda Web,0,0,86.5,99.5,6,28.8333,2.125,17,5.09
6096,48,0,0.6923,0.3077,Comedia,0.85,5,35.88,1,0.5833,0.2857,0.0769,0.4286,Tienda Web,0,0,414.5,897,13,29.6071,1.96,49,8.46
6097,30,0,0.2692,0.7308,Ciencia Ficcion,0.88,1,14.6818,0,0.375,0.5111,0.0385,0.3333,Complejos,0,0,545,484.5,26,22.7083,1.3636,45,12.11
6098,39,0,0.7143,0.2857,Ciencia Ficcion,0.14,2,21.6429,0,0.5714,0,0.1429,0.5,Tienda Web,0,0,36,303,7,18,1.1429,16,2.25
6099,34,1,1,0,Accion,1,5,33.5,0,0,0.8,1,0.5,Complejos,0,0,65,67,1,32.5,2.5,5,13
6100,45,0,0.3333,0.6667,Ciencia Ficcion,0.33,5,42.5,1,0.3333,0.4286,0,0.5,Complejos,0,0,39,170,3,19.5,3.5,14,2.79
6101,56,0,0.5,0.5,Aventura,0.5,2,10.1667,0,1,0.75,0.5,0,Complejos,0,0,20,30.5,2,20,1.3333,4,5
6102,34,0,0.5,0.5,Accion,0.17,2,26.7333,0,0.3333,0.5,0,0,Tienda Web,0,0,27,160.4,6,27,2,12,2.25
6103,27,0,0.5,0.5,Ciencia Ficcion,0.67,2,31.1667,2,0.6667,0.1176,0,0,Tienda Web,0,0,116,187,6,29,2.8333,17,6.82
6104,56,0,0.1667,0.8333,Dibujo animado,0.67,2,19.1111,0,0.5,0.0833,0,0.25,Complejos,0,0,99,172,6,24.75,1.3333,12,8.25
6105,29,0,0,1,Terror,1,2,31.1667,0,0.5,0.5,0,0.3333,Complejos,0,0,71.5,93.5,2,23.8333,2,6,11.92
6106,39,0,0.75,0.25,Aventura,0.25,2,25.75,0,0.5,1,0,1,Complejos,0,0,224,103,4,37.3333,1.75,7,32
6107,56,1,1,0,Musical,0,3,28.5,0,0,1,0,0,Complejos,0,0,0,28.5,1,0,3,3,0
6108,22,1,0,1,Dibujo animado,1,2,22,0,0,1,0,1,Complejos,0,0,36.5,22,1,36.5,2,2,18.25
6109,29,1,0,1,Musical,0,3,16.5,0,1,1,0,0,Complejos,0,0,0,16.5,1,0,3,3,0
6110,15,1,1,0,Dibujo animado,0,2,26,0,0,1,0,0,Complejos,0,0,0,26,1,0,2,2,0
6111,53,0,1,0,Comedia,0.67,2,39,0,0.3333,0.8571,0.3333,0.6667,Complejos,0,0,104,156,3,34.6667,1.75,7,14.86
6112,31,0,0,1,Terror,0.67,2,20.625,1,0.5,0.3077,0,0,Complejos,0,0.375,146.5,165,6,36.625,1.625,13,11.27
6113,53,0,0,1,Terror,1,2,26.5,1,0,0.6,0.5,0.5,Complejos,0,0,69,53,2,34.5,2.5,5,13.8
6114,46,0,0,1,Animacion,0.5,6,38.2,2,0.5,0.9474,0.25,0.6667,Complejos,0,0,131.5,191,4,43.8333,3.8,19,6.92
6115,20,0,0.3333,0.6667,Ciencia Ficcion,0.44,2,25.0682,0,0.6667,0.1569,0.0556,0.875,Tienda Web,0,0,190.5,551.5,18,23.8125,2.3182,51,3.74
6116,27,0,0.1364,0.8636,Comedia,0.41,2,16.6087,0,0.5714,0.1163,0,0.6923,Tienda Web,0,0,324,382,22,12.4615,1.8696,43,7.53
6117,44,0,0.6364,0.3636,Ciencia Ficcion,0.45,3,20.3108,0,0.5909,0.3934,0.0455,0.8333,Complejos,0,0,327.5,751.5,22,27.2917,1.6486,61,5.37
6118,67,0,0.5,0.5,Thriller,0,2,28.1429,1,0.3333,0,0,0,Complejos,0,0,0,197,6,0,1.8571,13,0
6119,20,1,1,0,Musical,0,2,31,0,0,1,0,0,Complejos,0,0,0,31,1,0,2,2,0
6120,25,0,0,1,Terror,0.75,1,16.3,0,0.75,0.25,0,0,Complejos,0,0,64,81.5,4,21.3333,1.6,8,8
6121,27,0,0.1667,0.8333,Accion,0.5,2,28.0667,0,0.5,0.1667,0,1,Tienda Web,0,0,153,168.4,6,25.5,2,12,12.75
6122,39,0,0.5,0.5,Ciencia Ficcion,0.5,2,19.75,0,0,0.6,0.5,0,Complejos,0,0,34,79,2,34,1.25,5,6.8
6123,18,1,1,0,Aventura,1,3,16.5,0,1,0.6667,1,1,Complejos,0,0,45,33,1,45,1.5,3,15
6124,34,1,1,0,Familiar,0,9,23.8333,0,0,0.4444,1,0,Complejos,0,0,0,71.5,1,0,3,9,0
6125,25,0,0,1,Terror,1,4,31,0,0.5,0.3333,0,0.5,Complejos,0,0,57,62,2,28.5,3,6,9.5
6126,28,1,0,1,Ciencia Ficcion,0,2,14,1,1,1,0,0,Complejos,0,0,0,14,1,0,2,2,0
6127,24,0,0.1154,0.8846,Ciencia Ficcion,0.31,2,11.8902,0,0.6897,0.3103,0,0.25,Complejos,0,0,141,487.5,26,17.625,1.4146,58,2.43
6128,38,0,0,1,Animacion,0.5,3,20.75,1,0.5,0.3333,0.5,0,Complejos,0,0,35,83,2,35,1.5,6,5.83
6129,30,0,0,1,Accion,0.29,1,11.6429,0,0.1429,0.3,0,0.5,Tienda Web,0,0,65.5,81.5,7,32.75,1.4286,10,6.55
6130,21,0,0.5,0.5,Accion,1,2,9.3333,0,0.5,0.5,0,0.5,Complejos,0,0,67,28,2,33.5,1.3333,4,16.75
6131,31,1,0,1,Aventura,1,2,90,0,0,0,0,1,Tienda Web,1,0,51.5,90,1,51.5,2,2,25.75
6132,22,0,0.5,0.5,Aventura,1,2,39,0,0.5,1,0,1,Complejos,0,0,60.5,78,2,30.25,2,4,15.13
6133,24,0,0.25,0.75,Terror,0.75,2,14,0,0.5,0,0,0.1667,Tienda Web,0,0,175.5,70,4,29.25,2,10,17.55
6134,31,0,0.6667,0.3333,Ciencia Ficcion,0.67,4,29.3,0,0.5,0,0.3333,0,Tienda Web,0,0,61,175.8,3,30.5,2.6667,16,3.81
6135,24,0,0,1,Comedia,1,2,29,2,0.5,1,0,0,Complejos,0,0,82.5,58,2,27.5,2,4,20.63
6136,30,0,0.5,0.5,Terror,0.38,2,25.71,0,0.625,0.5625,0.125,0.25,Complejos,0,0,145.5,257.1,8,36.375,1.6,16,9.09
6137,34,0,0,1,Ciencia Ficcion,0.75,2,17.2,1,0.25,0.8,0.25,1,Complejos,0,0,156.5,86,4,52.1667,2,10,15.65
6138,46,0,0.625,0.375,Comedia,0.5,2,33.625,0,0.375,0.8947,0,0.1429,Complejos,0,0.125,224,269,8,32,2.375,19,11.79
6139,26,0,0.2381,0.7619,Comedia,0.62,2,17.9844,0,0.4348,0.0741,0.0476,0.375,Tienda Web,0,0,362,575.5,21,22.625,1.6875,54,6.7
6140,38,0,1,0,Animacion,1,3,12.25,0,0.5,0.6,0.5,0,Complejos,0,0,85,49,2,28.3333,1.25,5,17
6141,31,0,0.2222,0.7778,Dibujo animado,0.22,2,15.9091,1,0.625,0.3889,0,1,Complejos,0,0,53,175,9,26.5,1.6364,18,2.94
6142,32,0,0.4167,0.5833,Accion,0.54,3,20.1324,0,0.3478,0.194,0.0417,0.6923,Complejos,0.0294,0,350.5,684.5,24,26.9615,1.9706,67,5.23
6143,38,0,0.1667,0.8333,Accion,0,2,29.3333,0,0.8333,0,0,0,Tienda Web,0,0,0,176,6,0,2,12,0
6144,40,1,1,0,Familiar,0,2,12,0,0,0,0,0,Complejos,0,0,0,12,1,0,2,2,0
6145,22,0,0,1,Dibujo animado,0.5,2,18.5,0,1,0.5,0,1,Complejos,0,0,49,37,2,49,2,4,12.25
6146,26,1,1,0,Comedia,1,8,104,0,0,1,0,1,Complejos,0,0,8.5,104,1,8.5,8,8,1.06
6147,36,1,0,1,Ciencia Ficcion,1,2,16,0,1,1,0,0.3333,Complejos,0,0,89,16,1,29.6667,2,2,44.5
6148,26,0,0,1,Terror,0.67,2,19.3333,0,1,0.5714,0,0,Complejos,0,0,45.5,58,3,22.75,2.3333,7,6.5
6149,37,0,1,0,Dibujo animado,1,2,35,0,0.3333,0.6364,0.3333,0.75,Complejos,0,0,159,175,3,39.75,2.2,11,14.45
6150,22,0,1,0,Accion,1,3,55.3333,0,0,0.6,0.5,0.3333,Complejos,0,0.3333,168.5,166,2,56.1667,3.3333,10,16.85
6151,42,1,1,0,Animacion,1,5,6.92,0,0,0.4,1,1,Complejos,0,0,46,34.6,1,46,1,5,9.2
6152,33,0,0,1,Terror,0.33,2,11.3333,0,0,0,0,1,Complejos,0,0,36.5,34,3,36.5,1.6667,5,7.3
6153,59,0,0.125,0.875,Accion,0.13,2,27.0556,0,0.625,0.9333,0,1,Complejos,0,0,30.5,243.5,8,30.5,1.6667,15,2.03
6154,61,1,1,0,Aventura,0,2,35,0,1,1,0,0,Complejos,0,0,0,35,1,0,2,2,0
6155,41,0,0.1111,0.8889,Ciencia Ficcion,0.89,3,30.1667,2,0.8889,0.5588,0.1111,0.5,Complejos,0,0,436.5,362,9,43.65,2.8333,34,12.84
6156,43,0,0,1,Familiar,0,2,29,0,0.5,0,0,0,Complejos,0,0,0,58,2,0,2,4,0
6157,34,0,1,0,Animacion,0.33,2,12.0833,0,0.3333,0.5,0.3333,0.5,Complejos,0,0,49.5,72.5,3,24.75,1,6,8.25
6158,41,0,0,1,Ciencia Ficcion,0.11,2,14.8182,0,0.4444,0.5294,0,1,Complejos,0,0,15,163,9,15,1.5455,17,0.88
6159,33,0,0.1515,0.8485,Ciencia Ficcion,0.24,2,18.625,0,0.2667,0.0625,0,0.8182,Tienda Web,0,0,375.5,745,33,34.1364,1.6,64,5.87
6160,44,0,1,0,Dibujo animado,0,2,15.75,0,0,0.25,0.5,0,Complejos,0,0,0,63,2,0,1,4,0
6161,49,1,0,1,Ciencia Ficcion,0,3,35,0,0,0.6667,1,0,Complejos,0,0,39,70,1,39,1.5,3,13
6162,31,0,0,1,Comedia,0,2,15.75,0,1,0.6667,0,0,Complejos,0,0,0,31.5,2,0,1.5,3,0
6163,40,1,1,0,Accion,0,5,32.5,0,0,0,0,0,Complejos,0,0,0,32.5,1,0,5,5,0
6164,47,0,0.3793,0.6207,Terror,0.45,2,8.2177,0,0.3077,0.2,0.0345,0,Tienda Web,0,0,254,509.5,29,16.9333,1.129,70,3.63
6165,33,1,0,1,Accion,0,2,23,0,0,1,0,1,Complejos,0,0,13,23,1,13,2,2,6.5
6166,30,0,0.55,0.45,Ciencia Ficcion,0.65,3,24.9722,4,0.6316,0.0469,0.05,0.7647,Tienda Web,0,0.0278,732.5,899,20,43.0882,1.7778,64,11.45
6167,53,0,0.4444,0.5556,Ciencia Ficcion,0.78,2,22.7727,0,0.4444,0.35,0.1111,0.5714,Complejos,0,0,291,250.5,9,41.5714,1.8182,20,14.55
6168,25,0,0.8,0.2,Ciencia Ficcion,0.4,2,22.3333,1,0.6,0.6667,0.2,0.3333,Complejos,0,0,66.5,134,5,22.1667,2,12,5.54
6169,32,0,0.3478,0.6522,Comedia,0.78,2,26.6607,0,0.5,0.0364,0.0435,0.0556,Tienda Web,0,0,504,746.5,23,28,1.9643,55,9.16
6170,41,0,0,1,Dibujo animado,0,2,14.3,0,0,0.25,0.25,0,Complejos,0,0,0,71.5,4,0,1.6,8,0
6171,26,0,0,1,Ciencia Ficcion,0.6,2,16.7692,0,0.3,0.45,0,0,Complejos,0,0,160.5,218,10,26.75,1.5385,20,8.03
6172,26,1,1,0,Accion,0,2,4.25,0,0,0.5,0,0,Complejos,0,0,0,8.5,1,0,1,2,0
6173,29,1,1,0,Dibujo animado,1,2,18.25,0,1,0.5,1,1,Complejos,0,0,47,36.5,1,23.5,1,2,23.5
6174,22,0,0,1,Aventura,0,2,19,0,1,1,0,0,Complejos,0,0,0,38,2,0,2,4,0
